id,name,brewery_type,street,city,state,postal_code,country,longitude,latitude,phone,website_url
5858b701-9e27-44e6-8ab8-b950b72c4181,51st Ward Beer Company,contract,323 N Washington St,Westmont,Illinois,60559-1512,United States,-87.981157,41.804494,7732205899,
4d878d25-a8fb-49e7-93da-56d229bf46ff,54-40 Brewing Company,brewpub,3801 S Truman Rd Ste 1,Washougal,Washington,98671-2589,United States,-122.3269349,45.56577849,3609077062,http://www.54-40brewing.com
126f87c3-1c6d-4ff0-b35c-c8dfa9a8e1b4,550 Brewing,proprietor,119 E Chuska St,Aztec,New Mexico,87410-2110,United States,-107.9950235,36.8213739,5054861094,http://Www.550brew.com
4a4baf4f-921c-46c0-9130-afcc4ce4f4d2,559 Local Brewing,micro,608 4th St,Clovis,California,93612-1183,United States,-119.7017487,36.82517171,5594731875,http://www.fresnobrewingcompany.com
b0d5d69d-b439-44a6-ab3e-0cbd15658dc7,56 Brewing,micro,3055 Columbia Ave NE Ste 102,Minneapolis,Minnesota,55418-1860,United States,,,6124040056,http://www.56brewing.com
f4a902c1-e5a6-43da-b3e4-a1ffc97d31a9,5770 Brewery,micro,303A W Main St,Teutopolis,Illinois,62467-1355,United States,-88.47806652,39.13142194,6183397841,http://www.5770brewery.com
90d1fa86-77d7-4a21-9818-e338fa6fdb96,583 양조장(583 Brewery),brewpub,"583-8, Uiam-ro",Jangsu-gun,Jeollabukdo,55621,South Korea,127.6205123,35.68271721,063-353-5515,http://www.583beer.modoo.at
eaf55668-8444-4e4f-80c2-b9f32f7e4d83,5th Element Brewing,planning,,Leander,Texas,78641-4009,United States,,,9156378199,
cc8de428-9663-466c-bae8-73ad9edf0892,5th Line Brewing Co,micro,1015 E Lincoln Ave Ste 106,Yakima,Washington,98901-2534,United States,-120.4930458,46.61136701,5093676300,https://5thlinebrewing.com/
849d5961-83c5-4115-9ae4-c0e93c8d3a7f,5x5 Brewing Co.,planning,,Mission,Texas,78572-6215,United States,,,9565291353,http://www.5x5brewing.com
e2bb50c4-260f-4f42-8306-392f7bd5f4ba,6 & 40 Brewery/Taproom,planning,,Lakewood,Colorado,80215-5548,United States,-105.1100582,39.6311085,3032325347,http://www.tomsbrewshop.com
e5992621-3c91-4968-b913-85972aa66fbb,"6 Bears & A Goat Brewing Company, LLC",brewpub,1140 International Pkwy,Fredericksburg,Virginia,22406-1126,United States,,,54035690562,http://www.6bgbrewingco.com
76ee21a3-d4bd-4526-9ef8-5a23a4507566,6 Bridges Brewing,planning,,Johns Creek,Georgia,30097,United States,,,7708460292,http://www.sixbridgesbrewing.com
6f431fe7-b136-444b-84e3-3a2042903d93,6 Degrees of Separation,brewpub,35 Main St,Ossining,New York,10562-4662,United States,-73.86768188,41.15866213,9144325969,http://www.6degreesbp.com
ddf69cff-978e-47b6-b42e-75f102418bd0,603 Brewery,micro,12 Liberty Dr Unit 7,Londonderry,New Hampshire,03053-2286,United States,,,6036307745,http://www.603brewery.com
62871bbc-a963-4c09-9eff-eb36ade49fd7,608 Brewing Company,micro,83 Copeland Ave,La Crosse,Wisconsin,54603-3403,United States,-91.249927988566,43.825963955898,,http://www.608brewingcompany.com
f3e9ba4b-0246-44ac-9170-f095d19e8d64,612 Brew,micro,945 Broadway St NE,Minneapolis,Minnesota,55413-1471,United States,-93.2062058,45.000631,6129648939,http://www.612brew.com
af6cb069-b61a-4c69-8fd2-0a5f87c11a17,6th and La Brea,brewpub,600 South La Brea Ave,Los Angeles,California,90036,United States,-118.3440213,34.0730485,,http://www.6thlabrea.com
6a928a00-bf8e-4481-ae27-a2a5b14f56e2,7 Devils Brewing Co,brewpub,247 S 2nd St,Coos Bay,Oregon,97420-1642,United States,-124.2147508,43.36654751,5418083738,http://www.7devilsbrewery.com
8824022a-0fd9-4727-b6fa-b7aaf65eb043,7 Hermits Brewing Company,brewpub,PO Box 3186,Eagle,Colorado,81631-3186,United States,,,9704714979,http://www.7hermitsbrewing.com
e861ea88-9815-48a0-84ba-d2a1929178e7,7 Hills Brewing Company,brewpub,1085 Washington St,Dubuque,Iowa,52001-4932,United States,-90.6635263,42.5045556,5635878306,http://www.7hillsbrew.com
4e84a8d0-0d52-431e-a57a-da8977625bd2,7 Locks Brewing,micro,12227 Wilkins Ave,Rockville,Maryland,20852-1833,United States,,,3018417123,http://www.7locksbrewing.com
84c84db6-1120-4106-a5d3-fd65b9d7303d,7 Mile Brewery,micro,3156 Route 9 South Ste 1-2,Rio Grande,New Jersey,08242,United States,,,6093657777,http://www.7milebrew.com
745b65a8-d682-465c-a418-0188ce5878c2,7 Seas Brewing Co,micro,2101 Jefferson Ave,Tacoma,Washington,98402-1519,United States,-122.4390379,47.242614,2535727771,http://www.7seasbrewing.com
e062c040-4ff9-46f1-9f3d-172626694cb0,7 Seas Brewing Co - Gig Harbor,taproom,2905 Harborview Dr,Gig Harbor,Washington,98335-1910,United States,-122.577347,47.328217,2535148129,https://www.7seasbrewing.com/gig-harbor
a1199657-e4a9-496b-88c3-999f9e7e97e9,7 Sins Brewery,micro,10593 W Main Rd,Ripley,New York,14775-9746,United States,-79.7497349,42.24869073,7165812090,http://www.7sinsbrewery.com
a3a1eac7-b858-4bdd-81ac-c2099b717da2,7 Sisters Brewing Co,brewpub,181 Tank Farm Rd Ste 110,San Luis Obispo,California,93401-7082,United States,-120.6706375,35.2467278,8058687133,http://www.7sistersbrewing.com
3f3220f8-75f8-4fea-a5a4-289aa3267f11,"718BrewCafe, LLP",brewpub,718 Market St,Metropolis,Illinois,62960-1634,United States,-88.73129158,37.15373334,6185247180,http://www.718BrewCafe.com
c00f57cf-acdd-46da-9269-d182cb87a7e4,734 Brewing Company,micro,15 E Cross St,Ypsilanti,Michigan,48198,United States,-83.61103475,42.24586784,7346496453,
66a91db6-7d2a-4d67-a720-7f924cae3571,7th Settlement Brewery,brewpub,47 Washington St,Dover,New Hampshire,03820-3877,United States,-70.8728379,43.1953787,6033731001,http://www.7thsettlement.com
c7b3260a-b441-4dc8-958f-34c045e26f22,7th Wave Brewing,micro,120 N Meadows Rd Ste 8,Medfield,Massachusetts,02052-1594,United States,,,6176453397,http://www.7thwavebrewing.com
c179a049-9988-4640-821d-ddf349cdd87e,7venth Sun Brewery,micro,1012 Broadway,Dunedin,Florida,34698-5762,United States,,,7277333013,http://www.7venthsun.com
4679ff59-8ef6-4443-b6ec-f58232c6b7d7,7venth Sun Tampa,micro,6809 N Nebraska Ave,Tampa,Florida,33604-5660,United States,-82.4500207,27.9495902,8132315900,
c6a766f9-a187-4e5b-9519-6c737ce0cde5,8 Bit Brewing Company,brewpub,26755 Jefferson Ave Ste F,Murrieta,California,92562-6941,United States,-117.1762542,33.53033448,9516772322,http://www.8bitbrewerycompany.com
eef94d73-65e8-4d94-b1de-0d4b45efe090,8-Bit Aleworks,micro,1050 N Fairway Dr Bldg F Ste 10,Avondale,Arizona,85323-5206,United States,,,6239251650,http://www.8-bitaleworks.com
745272b9-5d04-4468-b1f7-e76a75c22de9,81 Artisan,micro,Chilgrove Road,Chichester,West Sussex,PO18 9HP,England,-0.81111,50.89212,7990035736,https://81artisan.com/
783c5daa-ea5c-4462-836e-c2846ad3ff4e,81Bay Brewing Company,micro,4465 W Gandy Blvd Ste 600,Tampa,Florida,33611-3379,United States,,,8133722739,http://81baybrewco.com
187f0cfc-1433-4d8c-89c0-5b4151504a71,841 Brewhouse,brewpub,841 E Milwaukee St,Whitewater,Wisconsin,53190-2126,United States,-88.71427344,42.8323014,2624738000,
3055793c-9330-4fe1-958b-fef6d2a0e057,8one8 Brewing Company,micro,8951 de Soto Ave,Canoga Park,California,91304-5901,United States,-118.5885323,34.2218019,8188352286,http://www.818brewing.com
2d880e85-5b0f-447b-b1b2-5bcae8a4b130,8th Street Ale Haus,brewpub,1132 N 8th St,Sheboygan,Wisconsin,53081-3402,United States,-87.71305702,43.75674392,9202087540,http://www.sheboyganalehaus.com
1682e94f-73ba-4035-93be-1fb28bb2cee7,8th Ward Brewing Company,planning,,Poughkeepsie,New York,12603-3401,United States,,,,
c2bc693f-906a-46a0-a5f9-82eab2d2845b,8th Wonder Brewery,micro,2202 Dallas St,Houston,Texas,77003-3519,United States,-95.3559402,29.7487783,7133970072,http://www.8thwonderbrew.com
a0a230f6-17b2-4460-8eca-61e57be53ed5,9 White Deer Brewery,micro,Ballymakeera,Macroom,Cork,P12 E277,Ireland,-9.146507143,51.936249,35302627110,http://www.9whitedeer.ie/
2b067eab-e0b0-46b6-aaea-e40a62cf632f,903 Brewers,micro,1718 S Elm St,Sherman,Texas,75090-8725,United States,-96.60698055,33.61788732,2142438090,http://www.903brewers.com
de6341a8-881b-4d9f-9335-5e9203e8a2c3,927 Beer Company,micro,821 Cornwall St,Cambria,California,93428-2434,United States,-121.0985408,35.5666725,8052035265,http://www.cambriabeerco.com
de63f5c7-c340-4095-a302-f35ab8ac7179,93 Octane Brewery,micro,1825 Lincoln Highway,Saint Charles,Illinois,60174-4591,United States,-88.333625900834,41.898851100486,6305490332,http://www.93octanebrewery.com
b4e012c5-0f36-4d0a-a40b-cbcb29c7ceed,95ate5 Brewpub,brewpub,9585 N Industrial Dr,Saint John,Indiana,46373,United States,-87.46380305,41.44400246,2193656506,http://www.95ate5.com
42598f85-f02e-474c-9154-0aa4f1d932be,9th Hour Brewing Company LLC,planning,,Spring Grove,Illinois,60081-9459,United States,,,,
9aeccd09-8884-4f0e-93f4-c44dacd246aa,A Homestead Brew,micro,26685 486th Ave,Valley Springs,South Dakota,57068-7309,United States,-96.49421923,43.51733014,6055535015,http://www.ahomesteadbrew.com
88a7ac77-a52b-4496-91df-b41e5831a568,A Little Madness Brewing Company,planning,,Pensacola,Florida,32514-8122,United States,,,,http://www.ALittleMadnessBrewingCompany.com
5b627789-ff7e-4890-a7cf-24572bf547a2,Aardwolf Brewing Company,micro,1461 Hendricks Ave,Jacksonville,Florida,32207-8622,United States,-81.6545197,30.3108962,9043010755,http://www.aardwolfbrewing.com
7918a6dd-08d0-4157-a841-01b20a9a7a4c,Abandon Brewing,micro,2994 Merritt Hill Rd,Penn Yan,New York,14527-8938,United States,,,5852093276,http://www.abandonbrewing.com
5a7b05f9-bf7b-49a2-a1de-0c1fe01b9374,Abandoned Building Brewery,micro,142 Pleasant St Unit 103A,Easthampton,Massachusetts,01027-2805,United States,,,4132827062,http://www.abandonedbuildingbrewery.com
9c7b9f2a-6deb-44a1-9b3e-f83952a4db38,Abbey Brewing Co,contract,1115 16th St,Miami Beach,Florida,33139-2441,United States,-80.1402943,25.7890381,3055388110,
9c5acc37-15fa-4838-91ee-47bf27a94777,"Abbey Brewing Company, LLC",micro,215 W. Alicante Rd,Santa Fe,New Mexico,87505,United States,-105.9465207,35.66555826,5056706802,http://www.abbeybrewing.biz
30d8f77b-aeec-4435-a280-16bacd1b1c97,Aberrant Ales,brewpub,219 W Grand River Ave,Howell,Michigan,48843,United States,-83.93094539,42.60773722,5175188699,http://www.aberrantales.com
b161916f-3f69-4f16-8059-eef9eee6877c,Abide Brewing Company,micro,110 Werz Industrial Blvd Ste 130,Newnan,Georgia,30263-5802,United States,-84.76356641,33.40257035,6789726747,http://www.abidebrewing.com
e2fa853c-ca91-4043-878d-0bcee9900ea3,Abigaile,brewpub,1301 Manhattan Ave,Hermosa Beach,California,90254-3666,United States,-118.4048656,33.8734519,3107988227,http://abigailrestaurant.com
c074ba4c-0b31-4344-a85a-7930df7fb410,Abita Brewing Co,regional,166 Barbee Rd,Covington,Louisiana,70433-8651,United States,-90.056477,30.481981,9858933143,http://www.abita.com
